주문 ID,상품 코드,상품명,주문 일시,수량,주문 상태,결제 수단,주문 금액
ODCD0E65EE9,99672,탐험형 사이판 야시장 투어,2025-04-10 15:01:42,5,완료,계좌이체,84500
OC6D1F7707F,83113,미식형 하와이 도심 미술 투어,2025-01-13 10:40:04,4,완료,카드,33500
O91B8685976,83113,미식형 하와이 도심 미술 투어,2024-12-06 11:04:25,2,완료,무통장,180000
ODAC0B7F1D6,83113,미식형 하와이 도심 미술 투어,2024-12-14 11:14:53,1,완료,무통장,84000
O703DE94AF3,83113,미식형 하와이 도심 미술 투어,2024-12-08 13:40:06,4,배송중,무통장,130000
O52A946E228,83113,미식형 하와이 도심 미술 투어,2024-12-04 01:35:06,4,취소,계좌이체,185500
O4A20A38B7E,83113,미식형 하와이 도심 미술 투어,2025-01-30 15:19:20,4,결제대기,간편결제,95500
OF461135CDD,83113,미식형 하와이 도심 미술 투어,2024-12-26 05:54:19,4,결제대기,무통장,21000
OFDF94060C1,83113,미식형 하와이 도심 미술 투어,2024-10-07 11:49:17,2,배송중,무통장,53000
OE479F9B157,83113,미식형 하와이 도심 미술 투어,2025-05-29 15:05:07,5,취소,무통장,107000
O696BE5B49C,83113,미식형 하와이 도심 미술 투어,2024-12-07 01:11:34,1,완료,카드,195500
O37A8688669,83113,미식형 하와이 도심 미술 투어,2025-07-17 01:04:48,2,완료,간편결제,138500
O2FAC3973B0,83113,미식형 하와이 도심 미술 투어,2025-09-07 19:38:58,4,완료,간편결제,191500
OF6E9A6470B,83113,미식형 하와이 도심 미술 투어,2025-03-07 09:05:50,1,완료,계좌이체,135000
O3A548E7462,83113,미식형 하와이 도심 미술 투어,2024-10-31 18:18:38,4,배송중,계좌이체,41500
O998DA6B59A,83113,미식형 하와이 도심 미술 투어,2025-01-13 04:35:38,5,완료,무통장,183000
O658341EB9A,83113,미식형 하와이 도심 미술 투어,2025-02-17 21:04:33,2,완료,간편결제,193500
O08BCED0456,18788,시그니처 뉴질랜드 힐링 스파 패키지,2025-04-03 23:53:34,5,취소,간편결제,182500
O12143E53F7,18788,시그니처 뉴질랜드 힐링 스파 패키지,2025-05-22 00:23:28,4,완료,카드,143500
O68DF95A955,18788,시그니처 뉴질랜드 힐링 스파 패키지,2024-09-11 02:29:25,5,배송중,무통장,128000
OBAFB2F3A04,18788,시그니처 뉴질랜드 힐링 스파 패키지,2025-03-07 03:41:49,1,결제대기,계좌이체,137500
OE10BD31051,18788,시그니처 뉴질랜드 힐링 스파 패키지,2025-07-02 15:01:59,1,배송중,무통장,179500
ODA499AC56E,14830,럭셔리 크로아티아 힐링 스파 패키지,2025-02-08 20:42:48,4,결제대기,카드,165000
O94755DBB3E,14830,럭셔리 크로아티아 힐링 스파 패키지,2025-06-22 03:56:11,3,결제대기,무통장,164000
O1E09AE88EB,14830,럭셔리 크로아티아 힐링 스파 패키지,2025-03-17 16:40:39,3,완료,계좌이체,91500
OE4DA6B8467,14830,럭셔리 크로아티아 힐링 스파 패키지,2025-01-18 11:43:20,5,완료,계좌이체,181000
OA826D9E21E,14830,럭셔리 크로아티아 힐링 스파 패키지,2025-07-27 00:51:35,5,배송중,계좌이체,100500
O890554F986,14830,럭셔리 크로아티아 힐링 스파 패키지,2024-12-02 23:22:09,4,취소,간편결제,194000
OF56870E8DD,14830,럭셔리 크로아티아 힐링 스파 패키지,2025-08-29 22:04:20,3,완료,계좌이체,192500
O4D266B5AA8,14830,럭셔리 크로아티아 힐링 스파 패키지,2025-03-06 04:13:31,5,완료,계좌이체,102000
OE69E8EB29E,14830,럭셔리 크로아티아 힐링 스파 패키지,2025-07-15 19:15:16,5,완료,계좌이체,21500
O33DCAEAF4A,14830,럭셔리 크로아티아 힐링 스파 패키지,2025-08-04 07:37:37,2,완료,무통장,179000
OA6309255B8,14830,럭셔리 크로아티아 힐링 스파 패키지,2025-08-08 01:33:20,2,완료,무통장,33500
OA558D5F6E9,14830,럭셔리 크로아티아 힐링 스파 패키지,2025-05-20 18:55:39,1,취소,계좌이체,23000
OA93711BC10,14830,럭셔리 크로아티아 힐링 스파 패키지,2025-03-05 22:52:06,4,완료,계좌이체,177500
O67B261A341,14830,럭셔리 크로아티아 힐링 스파 패키지,2025-08-09 21:40:57,1,완료,간편결제,177000
O88E3E09654,36219,럭셔리 스위스 트레킹 여행,2025-08-14 10:43:23,3,배송중,계좌이체,131000
O5D535577BA,36219,럭셔리 스위스 트레킹 여행,2025-04-18 02:27:02,1,결제대기,카드,156000
O642C37CA14,36219,럭셔리 스위스 트레킹 여행,2025-06-22 04:29:18,3,결제대기,계좌이체,10000
O874A92EF67,36219,럭셔리 스위스 트레킹 여행,2024-12-24 23:32:50,5,결제대기,카드,140000
O813BEAC54F,36219,럭셔리 스위스 트레킹 여행,2025-03-25 00:26:21,5,완료,간편결제,189000
O00015565D5,64023,탐험형 몰디브 사파리 어드벤처,2025-09-06 19:11:47,4,결제대기,계좌이체,50000
O36967ACFBC,64023,탐험형 몰디브 사파리 어드벤처,2025-01-26 18:10:41,4,취소,무통장,134000
ODD53B38462,64023,탐험형 몰디브 사파리 어드벤처,2025-08-21 13:20:26,1,완료,계좌이체,30500
O3FE98EEF98,64023,탐험형 몰디브 사파리 어드벤처,2025-02-28 15:24:23,2,배송중,간편결제,30500
O2E04FB8CE4,64023,탐험형 몰디브 사파리 어드벤처,2025-06-10 20:30:33,5,결제대기,간편결제,127500
O63D667571B,64023,탐험형 몰디브 사파리 어드벤처,2025-05-24 15:46:58,1,결제대기,무통장,165000
O6B61A77396,64023,탐험형 몰디브 사파리 어드벤처,2024-11-23 03:01:22,3,배송중,계좌이체,71000
OFC84C08355,64023,탐험형 몰디브 사파리 어드벤처,2025-03-22 11:04:08,2,결제대기,무통장,67000
OF808973FBA,64023,탐험형 몰디브 사파리 어드벤처,2024-12-15 07:16:34,3,완료,무통장,143000
O2DD2EF6B71,64023,탐험형 몰디브 사파리 어드벤처,2025-05-02 01:44:08,5,배송중,계좌이체,14500
OCCF5CC3022,64023,탐험형 몰디브 사파리 어드벤처,2025-01-21 11:22:52,3,완료,무통장,18500
OB5B15EC621,64023,탐험형 몰디브 사파리 어드벤처,2024-09-23 16:41:51,3,결제대기,계좌이체,35000
O86DCDFCBBA,64023,탐험형 몰디브 사파리 어드벤처,2024-11-01 05:33:02,4,배송중,무통장,93500
OEF8D6FF486,64023,탐험형 몰디브 사파리 어드벤처,2025-09-02 02:37:36,2,완료,계좌이체,69000
O0AFDFEC150,64023,탐험형 몰디브 사파리 어드벤처,2025-08-10 17:02:52,3,완료,카드,88000
OADA846C859,64023,탐험형 몰디브 사파리 어드벤처,2024-10-11 01:46:02,1,완료,무통장,194500
O7AB16715B5,64023,탐험형 몰디브 사파리 어드벤처,2025-08-03 10:05:59,1,배송중,간편결제,35500
OD1013D14C4,13015,에코 프라하 드라이브 코스,2024-10-07 12:23:37,4,결제대기,간편결제,25500
O395BEE9E18,13015,에코 프라하 드라이브 코스,2025-01-15 00:54:33,3,완료,간편결제,22000
O43AC9673DA,13015,에코 프라하 드라이브 코스,2025-04-08 22:31:43,1,완료,카드,30000
O058724F257,98458,섬전체 이스탄불 힐링 스파 패키지,2024-11-06 12:02:49,1,배송중,카드,127000
OB7EB667227,98458,섬전체 이스탄불 힐링 스파 패키지,2025-08-11 03:35:36,3,완료,무통장,155000
O2A35AD83DB,98458,섬전체 이스탄불 힐링 스파 패키지,2025-02-19 17:42:06,3,결제대기,카드,195000
O3AF1B5CA25,98458,섬전체 이스탄불 힐링 스파 패키지,2024-09-10 19:20:14,1,결제대기,카드,147500
OF7D393D742,98458,섬전체 이스탄불 힐링 스파 패키지,2024-10-01 01:44:31,2,완료,계좌이체,136000
O922E00AD9C,98458,섬전체 이스탄불 힐링 스파 패키지,2024-12-19 02:49:45,4,배송중,무통장,112000
OF7AD6E8665,98458,섬전체 이스탄불 힐링 스파 패키지,2025-04-27 18:31:11,1,결제대기,카드,116500
OC01A3AD1DC,98458,섬전체 이스탄불 힐링 스파 패키지,2025-08-18 14:43:53,3,완료,계좌이체,131500
OF86EFB286D,98458,섬전체 이스탄불 힐링 스파 패키지,2025-03-10 05:19:58,5,취소,카드,148500
O5847042F69,98458,섬전체 이스탄불 힐링 스파 패키지,2025-01-14 07:23:33,1,배송중,카드,42500
O34C36A6FF8,98458,섬전체 이스탄불 힐링 스파 패키지,2025-04-28 18:07:17,3,완료,계좌이체,122500
O6FC54784FD,44968,감성적인 뉴질랜드 스노클링 패키지,2025-02-28 11:50:54,1,취소,간편결제,155000
OC757163709,44968,감성적인 뉴질랜드 스노클링 패키지,2025-02-16 23:50:38,3,배송중,간편결제,40000
O4AA61AB756,44968,감성적인 뉴질랜드 스노클링 패키지,2025-02-10 23:31:57,1,배송중,카드,73500
O38A3546696,44968,감성적인 뉴질랜드 스노클링 패키지,2025-08-18 10:15:24,4,완료,무통장,47000
O47192AB754,44968,감성적인 뉴질랜드 스노클링 패키지,2025-02-01 22:31:12,3,완료,무통장,166000
O3D6C1C704E,44968,감성적인 뉴질랜드 스노클링 패키지,2024-12-17 01:18:44,2,배송중,무통장,157000
OE2F6DB0809,44968,감성적인 뉴질랜드 스노클링 패키지,2024-12-14 18:55:08,1,완료,간편결제,169000
O416889A741,22323,힐링형 부다페스트 야시장 투어,2025-05-07 11:36:48,4,완료,카드,197500
OA178A47F29,22323,힐링형 부다페스트 야시장 투어,2025-08-26 06:05:23,5,취소,간편결제,174000
O2EFA9CE7C3,22323,힐링형 부다페스트 야시장 투어,2024-09-22 22:31:48,5,결제대기,무통장,106500
O990CA64CC6,22323,힐링형 부다페스트 야시장 투어,2025-01-13 18:13:38,2,취소,간편결제,180500
O97341AECC9,22323,힐링형 부다페스트 야시장 투어,2025-07-25 00:55:08,1,완료,무통장,110500
OC155AC25DA,22323,힐링형 부다페스트 야시장 투어,2025-08-17 19:42:56,5,완료,계좌이체,138000
O81539CB3F8,22323,힐링형 부다페스트 야시장 투어,2025-08-05 11:59:39,1,완료,카드,34500
O1D529BAB45,84640,활기찬 파리 열기구 체험,2025-06-22 12:12:06,4,결제대기,간편결제,127000
OC47A6E5B4F,84640,활기찬 파리 열기구 체험,2025-08-26 15:40:02,3,결제대기,카드,119500
O3153A8577C,84640,활기찬 파리 열기구 체험,2025-06-07 06:53:52,5,완료,간편결제,123500
OD5A66239EC,84640,활기찬 파리 열기구 체험,2025-08-10 01:12:28,4,배송중,카드,117500
O0B8B1910E0,84640,활기찬 파리 열기구 체험,2025-04-07 10:27:47,5,배송중,무통장,14000
O6114917DEC,84640,활기찬 파리 열기구 체험,2025-07-08 03:15:13,5,완료,카드,62500
OA227BA8505,84640,활기찬 파리 열기구 체험,2025-05-05 04:29:27,2,배송중,무통장,73500
O06628D53EC,84640,활기찬 파리 열기구 체험,2025-04-06 04:13:57,4,배송중,간편결제,43000
O2EF0750029,84640,활기찬 파리 열기구 체험,2024-11-03 08:05:50,1,결제대기,카드,13000
O8D981FE823,84640,활기찬 파리 열기구 체험,2024-09-23 17:44:36,3,배송중,계좌이체,166000
OE8E970AFB1,84640,활기찬 파리 열기구 체험,2025-06-14 15:24:05,3,완료,카드,157500
OF2DA15F319,84640,활기찬 파리 열기구 체험,2025-09-01 13:16:05,2,결제대기,계좌이체,32500
OD7C32549B5,84640,활기찬 파리 열기구 체험,2025-03-02 23:19:02,4,완료,카드,21500
ODCA4949FA5,84640,활기찬 파리 열기구 체험,2024-09-13 16:16:49,2,완료,카드,71500
O35754F996A,84640,활기찬 파리 열기구 체험,2024-12-02 05:19:51,5,배송중,무통장,195000
O271F765020,84640,활기찬 파리 열기구 체험,2025-05-14 19:28:38,3,완료,계좌이체,104000
OB713676A31,84640,활기찬 파리 열기구 체험,2025-06-05 01:24:40,2,결제대기,간편결제,176000
OD8E4EC23BF,84640,활기찬 파리 열기구 체험,2025-01-15 21:06:06,3,완료,계좌이체,46000
OFF41E40A59,84640,활기찬 파리 열기구 체험,2025-05-25 16:58:16,5,결제대기,계좌이체,106500
OE2038BF4D0,48646,미식형 몰디브 야시장 투어,2024-11-12 18:28:05,4,배송중,카드,37500
OEC99C498BD,48646,미식형 몰디브 야시장 투어,2024-11-06 22:13:06,1,배송중,계좌이체,72000
O681E4A9461,48646,미식형 몰디브 야시장 투어,2025-07-29 23:36:21,3,완료,간편결제,36500
OF45D9E3421,48646,미식형 몰디브 야시장 투어,2025-09-08 09:56:16,4,배송중,간편결제,143500
O331B65890F,48646,미식형 몰디브 야시장 투어,2024-11-10 04:25:19,1,완료,계좌이체,81500
O0D161284D3,48646,미식형 몰디브 야시장 투어,2025-01-06 18:05:30,3,배송중,무통장,137500
O7B98BB5EF5,48646,미식형 몰디브 야시장 투어,2025-02-16 08:01:12,2,배송중,간편결제,26000
O7CB2C166AD,48646,미식형 몰디브 야시장 투어,2024-11-29 12:26:02,4,취소,무통장,179000
O7FC184EC71,48646,미식형 몰디브 야시장 투어,2025-04-05 17:50:07,4,배송중,간편결제,179000
O9875A28EB7,48646,미식형 몰디브 야시장 투어,2025-04-07 20:31:28,1,결제대기,간편결제,110000
O6532B1566A,48646,미식형 몰디브 야시장 투어,2025-07-28 02:26:14,3,배송중,계좌이체,186000
O60628EF3CD,72041,트렌디 세부 트레킹 여행,2024-11-21 22:37:27,2,완료,카드,111500
O4223D8045F,72041,트렌디 세부 트레킹 여행,2025-07-17 03:55:13,2,배송중,카드,18000
O4CBAD48916,72041,트렌디 세부 트레킹 여행,2025-02-26 08:32:50,2,배송중,카드,139500
O9F8B2760D1,72041,트렌디 세부 트레킹 여행,2024-10-02 14:17:26,3,완료,계좌이체,35500
O487E244B4C,72041,트렌디 세부 트레킹 여행,2025-07-17 22:53:37,3,완료,간편결제,114000
O33748D2681,72041,트렌디 세부 트레킹 여행,2025-06-14 18:08:56,2,배송중,무통장,165500
OF6A804D346,72041,트렌디 세부 트레킹 여행,2025-08-12 21:04:32,3,배송중,계좌이체,80500
OFA2C6ED495,72041,트렌디 세부 트레킹 여행,2025-05-23 19:22:05,4,결제대기,카드,39000
O0E16FDFA1E,72041,트렌디 세부 트레킹 여행,2025-07-18 14:30:38,4,완료,간편결제,32000
OBCD0F1FC62,72041,트렌디 세부 트레킹 여행,2025-07-31 02:51:00,4,완료,카드,175000
OF2CFFE9CDD,96622,트렌디 파리 스카이다이빙 체험,2024-11-10 16:15:15,2,완료,간편결제,110500
O80EBEACF03,96622,트렌디 파리 스카이다이빙 체험,2025-02-20 09:58:10,2,완료,계좌이체,171000
OB6016F4FE4,96622,트렌디 파리 스카이다이빙 체험,2024-11-05 16:50:05,2,완료,카드,68500
OB938AAD1A9,96622,트렌디 파리 스카이다이빙 체험,2025-06-05 20:39:14,2,배송중,무통장,160500
O5D992D1B6F,96622,트렌디 파리 스카이다이빙 체험,2025-03-04 06:34:38,3,결제대기,무통장,153000
OEF11DD93EF,96622,트렌디 파리 스카이다이빙 체험,2025-04-14 15:12:01,5,배송중,간편결제,25000
O1EFA7AF2E9,96622,트렌디 파리 스카이다이빙 체험,2025-01-25 05:29:26,3,배송중,무통장,110500
ODA9352EAC9,96622,트렌디 파리 스카이다이빙 체험,2024-10-01 03:03:30,3,완료,계좌이체,188000
OFD5CE3D9CB,96622,트렌디 파리 스카이다이빙 체험,2025-07-24 13:40:28,1,결제대기,무통장,44000
O08314E8519,96622,트렌디 파리 스카이다이빙 체험,2024-11-14 01:23:09,3,배송중,계좌이체,24500
OC81D1B19F7,96622,트렌디 파리 스카이다이빙 체험,2025-03-25 13:38:07,5,완료,무통장,77500
OC230260E71,96622,트렌디 파리 스카이다이빙 체험,2025-02-06 10:49:35,5,배송중,계좌이체,107000
OF50D2CF91C,96622,트렌디 파리 스카이다이빙 체험,2025-05-27 08:02:15,2,배송중,무통장,97500
O2647BF3BAB,96622,트렌디 파리 스카이다이빙 체험,2025-05-27 23:39:18,4,완료,간편결제,15500
O8F2F6C2E5F,96622,트렌디 파리 스카이다이빙 체험,2024-10-07 16:38:46,1,완료,무통장,59000
OA8695DE0CB,96622,트렌디 파리 스카이다이빙 체험,2025-03-10 15:30:33,4,완료,카드,95500
O759920B972,96622,트렌디 파리 스카이다이빙 체험,2024-11-25 01:31:49,4,완료,카드,65500
O52AFAB830F,96622,트렌디 파리 스카이다이빙 체험,2024-09-25 11:32:19,4,결제대기,간편결제,66500
O837C4B8EE6,84580,액티브 세부 스노클링 패키지,2025-08-22 02:49:07,5,완료,계좌이체,199500
OE89AB93F7F,84580,액티브 세부 스노클링 패키지,2025-08-19 05:36:08,1,완료,카드,165500
OF73243D21A,84580,액티브 세부 스노클링 패키지,2024-10-16 05:28:37,2,배송중,간편결제,11000
O0A3411D4A7,84580,액티브 세부 스노클링 패키지,2024-10-13 12:01:08,3,결제대기,간편결제,35000
O064D93E9F4,84580,액티브 세부 스노클링 패키지,2025-04-30 05:45:47,3,완료,간편결제,113500
O3EF7085F8D,84580,액티브 세부 스노클링 패키지,2025-05-18 17:00:40,5,배송중,무통장,156500
OB650BE5C6A,84580,액티브 세부 스노클링 패키지,2025-05-16 18:34:05,3,완료,카드,169000
O2306E5ED30,84580,액티브 세부 스노클링 패키지,2025-04-02 18:19:57,4,배송중,계좌이체,78500
OC98780F2A9,84580,액티브 세부 스노클링 패키지,2025-02-21 08:55:28,5,배송중,간편결제,158500
O97E2BBE0B1,84580,액티브 세부 스노클링 패키지,2025-01-02 23:42:31,2,완료,무통장,37500
O0D37CE13AA,84580,액티브 세부 스노클링 패키지,2025-08-03 07:57:24,1,완료,무통장,141500
O40AB39CC87,14691,힐링형 프라하 자전거 투어,2025-06-05 13:23:15,4,완료,무통장,124500
O747C82B198,14691,힐링형 프라하 자전거 투어,2025-03-06 14:17:40,5,완료,무통장,100500
OCF5235CAEE,14691,힐링형 프라하 자전거 투어,2024-09-20 21:06:17,1,배송중,계좌이체,46500
O694C8701D6,14691,힐링형 프라하 자전거 투어,2025-01-25 18:29:54,4,배송중,간편결제,19500
O9769BFC347,14691,힐링형 프라하 자전거 투어,2025-03-20 14:16:11,3,완료,카드,133000
O6BA7AB8008,14691,힐링형 프라하 자전거 투어,2025-06-16 16:02:39,4,완료,무통장,197000
OA9015F81C9,33070,스냅투어 타이베이 열기구 체험,2025-05-26 12:18:30,4,배송중,간편결제,125500
O5F07379B71,33070,스냅투어 타이베이 열기구 체험,2024-11-14 22:40:21,4,완료,무통장,39500
O3BED9BB7C4,33070,스냅투어 타이베이 열기구 체험,2025-04-17 05:27:55,3,결제대기,카드,43000
OF238259EF6,33070,스냅투어 타이베이 열기구 체험,2025-04-09 11:26:24,4,완료,무통장,68500
OE032A58249,33070,스냅투어 타이베이 열기구 체험,2025-08-22 20:54:07,4,완료,카드,111000
O79CC11320F,33070,스냅투어 타이베이 열기구 체험,2024-11-29 03:16:37,1,완료,간편결제,56500
O1DA72591B4,33070,스냅투어 타이베이 열기구 체험,2025-03-13 06:46:01,2,완료,간편결제,39000
O5B1AE8523E,33070,스냅투어 타이베이 열기구 체험,2025-02-09 05:02:51,1,결제대기,계좌이체,107500
OEEF2D7CAD8,33070,스냅투어 타이베이 열기구 체험,2024-09-30 11:57:47,5,완료,계좌이체,131500
O90CFDE73AF,33070,스냅투어 타이베이 열기구 체험,2024-10-23 07:19:38,3,완료,간편결제,131000
O91C8A8A98C,33070,스냅투어 타이베이 열기구 체험,2024-09-23 11:18:21,5,완료,간편결제,61500
OD522ED17AE,33070,스냅투어 타이베이 열기구 체험,2025-03-06 11:26:35,3,완료,계좌이체,65000
OA1640DBAA8,33070,스냅투어 타이베이 열기구 체험,2024-10-30 17:28:13,4,완료,무통장,198500
O29C36B2439,33070,스냅투어 타이베이 열기구 체험,2025-03-12 01:55:42,1,완료,간편결제,178000
O435DE66B36,33070,스냅투어 타이베이 열기구 체험,2025-08-31 16:07:27,2,완료,계좌이체,137000
O10E1CB25DB,33070,스냅투어 타이베이 열기구 체험,2024-11-27 02:58:37,3,완료,카드,73500
O0F90E524AE,72668,문화가득 싱가포르 글램핑 투어,2025-03-01 19:52:48,1,완료,무통장,108000
OED2108430D,72668,문화가득 싱가포르 글램핑 투어,2025-08-16 01:37:53,5,배송중,카드,74500
O0990793DAC,72668,문화가득 싱가포르 글램핑 투어,2024-09-20 23:05:00,3,완료,카드,55500
O3A6FAE5984,72668,문화가득 싱가포르 글램핑 투어,2025-06-13 04:01:32,3,완료,간편결제,165000
OBED828BA2F,72668,문화가득 싱가포르 글램핑 투어,2025-03-06 01:59:58,1,취소,간편결제,12500
O517C615383,72668,문화가득 싱가포르 글램핑 투어,2025-03-13 09:14:38,4,완료,카드,107000
O94104C75E0,72668,문화가득 싱가포르 글램핑 투어,2025-05-27 06:08:36,1,결제대기,무통장,77000
O12D85DF060,72668,문화가득 싱가포르 글램핑 투어,2025-04-24 10:27:54,5,완료,무통장,187000
O4EA30996EC,72668,문화가득 싱가포르 글램핑 투어,2025-09-03 14:54:45,4,배송중,카드,151500
O29A511C9C4,72668,문화가득 싱가포르 글램핑 투어,2025-08-30 10:10:27,3,완료,카드,133000
O756A904336,72668,문화가득 싱가포르 글램핑 투어,2025-05-05 23:20:10,4,결제대기,계좌이체,171500
O5B7ACDFC5B,72668,문화가득 싱가포르 글램핑 투어,2025-08-12 13:40:14,5,완료,카드,135000
O9DC37338C3,72668,문화가득 싱가포르 글램핑 투어,2024-11-01 11:09:16,2,결제대기,간편결제,189500
O3432FCD66D,72668,문화가득 싱가포르 글램핑 투어,2025-02-27 16:19:48,3,배송중,간편결제,87500
O9B1195924E,72668,문화가득 싱가포르 글램핑 투어,2025-01-29 05:33:08,4,완료,간편결제,77000
O357D0A5334,72668,문화가득 싱가포르 글램핑 투어,2025-05-14 06:30:16,1,완료,무통장,50000
O276352B08D,72668,문화가득 싱가포르 글램핑 투어,2024-11-09 20:32:58,1,완료,무통장,112500
O4E6C2C7490,72668,문화가득 싱가포르 글램핑 투어,2025-05-30 00:52:23,4,취소,무통장,150000
O275BEDA534,72668,문화가득 싱가포르 글램핑 투어,2025-08-30 02:22:33,3,완료,간편결제,161000
O71B1024D7B,72668,문화가득 싱가포르 글램핑 투어,2025-01-16 15:53:23,2,배송중,무통장,130000
O0C11496DAF,72668,문화가득 싱가포르 글램핑 투어,2025-03-11 17:32:26,1,결제대기,계좌이체,119500
O425371DE69,72668,문화가득 싱가포르 글램핑 투어,2025-01-11 07:28:50,3,완료,무통장,85500
O7595FEC703,72668,문화가득 싱가포르 글램핑 투어,2024-12-04 07:37:57,3,완료,간편결제,63000
O97F25462C9,72668,문화가득 싱가포르 글램핑 투어,2025-07-21 02:54:38,1,배송중,간편결제,10500
OD465EF753E,72668,문화가득 싱가포르 글램핑 투어,2025-02-02 12:32:21,2,완료,계좌이체,154500
O4AFFE8B532,55257,낭만적인 나폴리 스노클링 패키지,2024-12-24 23:37:18,5,결제대기,카드,115500
OC9DF0B1B0F,55257,낭만적인 나폴리 스노클링 패키지,2024-11-21 18:51:08,1,완료,간편결제,127000
OB7AD6F91BB,55257,낭만적인 나폴리 스노클링 패키지,2025-01-31 18:51:45,3,완료,계좌이체,121500
OA92C9A74D4,55257,낭만적인 나폴리 스노클링 패키지,2025-01-07 18:55:17,5,완료,무통장,178000
OB7D3E0122E,55257,낭만적인 나폴리 스노클링 패키지,2024-10-11 02:15:21,5,완료,카드,191500
OE5161894CB,55257,낭만적인 나폴리 스노클링 패키지,2024-10-19 16:59:10,3,배송중,간편결제,54500
O9CFE00E936,55257,낭만적인 나폴리 스노클링 패키지,2024-09-28 14:10:48,5,배송중,카드,152000
OE2067F56B8,55257,낭만적인 나폴리 스노클링 패키지,2024-11-04 05:17:10,3,배송중,계좌이체,185000
OB67241FAF5,80842,도심속 발리 요트 선셋 크루즈,2025-05-08 11:26:15,5,배송중,간편결제,160000
O78C47E33E4,80842,도심속 발리 요트 선셋 크루즈,2024-11-11 20:11:10,4,완료,무통장,12000
O69A9F56948,80842,도심속 발리 요트 선셋 크루즈,2024-11-25 16:36:21,4,결제대기,카드,71000
O0DE24E20E3,80842,도심속 발리 요트 선셋 크루즈,2025-02-15 03:52:59,2,완료,무통장,50500
O533AC14E1C,80842,도심속 발리 요트 선셋 크루즈,2025-06-07 22:14:17,1,완료,카드,194000
OF9FD29FAF1,80842,도심속 발리 요트 선셋 크루즈,2025-05-12 10:39:28,1,완료,카드,16500
O8E71BA9D24,80842,도심속 발리 요트 선셋 크루즈,2024-09-15 14:17:10,5,취소,계좌이체,118000
OB2019F8E4D,80842,도심속 발리 요트 선셋 크루즈,2025-07-24 16:27:13,3,완료,카드,84500
OAB9C3877E5,80842,도심속 발리 요트 선셋 크루즈,2025-02-01 14:57:31,3,취소,간편결제,148000
O8366985FC0,80842,도심속 발리 요트 선셋 크루즈,2025-01-23 02:57:20,5,결제대기,간편결제,49500
O9A92F03999,80842,도심속 발리 요트 선셋 크루즈,2025-04-01 17:16:21,1,결제대기,카드,159000
O7BD7345526,80842,도심속 발리 요트 선셋 크루즈,2025-04-13 13:47:12,4,결제대기,계좌이체,85500
O35B3091C04,80842,도심속 발리 요트 선셋 크루즈,2025-01-21 16:05:28,2,취소,카드,110000
OEA71CE37B4,80842,도심속 발리 요트 선셋 크루즈,2025-01-13 07:10:39,1,완료,간편결제,29500
OC4712F0F80,80842,도심속 발리 요트 선셋 크루즈,2025-03-01 18:39:25,4,완료,간편결제,186500
OA5874A9DCA,80842,도심속 발리 요트 선셋 크루즈,2025-08-18 06:33:03,5,완료,무통장,179500
O249577A23C,87412,감성적인 싱가포르 글램핑 투어,2024-12-14 08:23:47,4,완료,간편결제,66000
OAA2A5A9348,87412,감성적인 싱가포르 글램핑 투어,2025-02-24 22:12:48,5,배송중,계좌이체,85500
O295BCB7EB1,87412,감성적인 싱가포르 글램핑 투어,2025-03-06 20:58:42,3,배송중,계좌이체,45500
O6CB8910285,87412,감성적인 싱가포르 글램핑 투어,2025-04-27 14:17:22,4,완료,카드,129000
OC1DE609679,87412,감성적인 싱가포르 글램핑 투어,2025-07-26 00:22:30,5,결제대기,간편결제,10000
OD06A4287F7,87412,감성적인 싱가포르 글램핑 투어,2025-06-05 19:39:41,5,취소,무통장,53500
O9039B2D4FB,87412,감성적인 싱가포르 글램핑 투어,2024-11-04 22:50:09,5,취소,카드,163500
O1B40B66862,87412,감성적인 싱가포르 글램핑 투어,2025-02-18 04:11:04,4,취소,무통장,147000
O53B08D210F,87412,감성적인 싱가포르 글램핑 투어,2024-10-26 03:43:49,1,완료,무통장,191000
O01D8FC071A,87412,감성적인 싱가포르 글램핑 투어,2025-03-15 09:37:53,3,결제대기,카드,162000
OD476D774BB,87412,감성적인 싱가포르 글램핑 투어,2024-10-08 02:44:09,3,완료,간편결제,160500
O12190E8B86,98867,프리미엄 나폴리 미식 탐방,2024-11-29 19:17:40,3,취소,간편결제,84500
OFCF7BB7420,98867,프리미엄 나폴리 미식 탐방,2025-07-19 03:07:51,4,배송중,계좌이체,77500
O7670D110A5,98867,프리미엄 나폴리 미식 탐방,2024-12-04 11:44:52,4,완료,카드,37500
O2B90654664,98867,프리미엄 나폴리 미식 탐방,2025-03-23 12:07:50,2,취소,무통장,96500
O92516447FE,98867,프리미엄 나폴리 미식 탐방,2024-11-17 01:06:23,3,완료,무통장,41500
O2ABAB236FF,98867,프리미엄 나폴리 미식 탐방,2025-04-15 04:49:21,4,결제대기,무통장,135500
O80E107CF76,98867,프리미엄 나폴리 미식 탐방,2025-07-13 15:54:40,5,완료,무통장,170000
OE8B8E98705,98867,프리미엄 나폴리 미식 탐방,2025-02-26 11:56:36,5,결제대기,계좌이체,54500
O8DCF23D144,98867,프리미엄 나폴리 미식 탐방,2024-10-21 17:44:53,4,결제대기,계좌이체,134500
