상품 코드,상품명,언어,카테고리,문의 유형,문의 내용,요청 ID,예약코드,예약 상태,createdAt
78260,럭셔리 하와이 스노클링 패키지,홍콩어,어학당,예약 변경/취소,현장 수령 가능 여부 부탁드립니다,EF0C6D,RJ4LGO8B7,결제대기,2025-05-10
81284,프리미엄 사이판 미식 탐방,일본어,계정,상품 문의,사용 방법 문의 부탁드립니다,17AE44,REKJLXV0Q,승인대기,2025-06-10
81284,프리미엄 사이판 미식 탐방,영어,계정,상품 문의,오류 메시지 신고 확인 바랍니다,E2817C,R56ONA9YC,승인대기,2025-01-16
81284,프리미엄 사이판 미식 탐방,영어,계정,예약 변경/취소,추가 사진 요청 문의드립니다,95230B,,,2025-01-27
81284,프리미엄 사이판 미식 탐방,일본어,계정,예약 변경/취소,가격 정보 문의 확인 바랍니다,B593A8,R7R0ETW2Q,승인대기,2025-02-14
12496,프리미엄 이스탄불 미식 탐방,홍콩어,쇼핑,기타,프로모션 참여 문의 문의드립니다,60AD8A,REPQ75RK0,결제대기,2025-06-16
12496,프리미엄 이스탄불 미식 탐방,홍콩어,쇼핑,상품 문의,프로모션 참여 문의 가능할까요,9CC743,R1B7HV3F3,승인대기,2025-06-29
93976,탐험형 이스탄불 열기구 체험,홍콩어,쇼핑,상품 문의,추가 사진 요청 알려주세요,E5649A,R55Y08SZE,확정,2025-03-29
93976,탐험형 이스탄불 열기구 체험,홍콩어,쇼핑,시스템 사용문제,포장 옵션 문의 확인 바랍니다,D9FFD3,RDXA39PYJ,결제대기,2025-04-22
93976,탐험형 이스탄불 열기구 체험,일본어,쇼핑,상품 문제,재고 상태 확인 문의드립니다,66D72C,R83LC7R8I,확정,2025-03-23
93976,탐험형 이스탄불 열기구 체험,홍콩어,쇼핑,상품 문제,사용 방법 문의 확인 바랍니다,A3B1C1,R362OGX1O,결제대기,2025-03-20
93976,탐험형 이스탄불 열기구 체험,영어,쇼핑,시스템 사용문제,상품 상세 설명 요청 확인 바랍니다,4357FE,R69099H2Y,결제대기,2025-08-28
93976,탐험형 이스탄불 열기구 체험,홍콩어,쇼핑,시스템 사용문제,해외 배송 가능 여부 도와주세요,761445,R1J6T9CZ3,결제대기,2025-07-20
93976,탐험형 이스탄불 열기구 체험,일본어,쇼핑,상품 문제,예약 변경 문의 가능할까요,E16DED,R1UYW3U3K,결제대기,2025-04-10
93976,탐험형 이스탄불 열기구 체험,일본어,쇼핑,상품 문제,재고 상태 확인 문의드립니다,CAA1C3,R3DW3F22H,결제대기,2025-05-06
93976,탐험형 이스탄불 열기구 체험,일본어,쇼핑,상품 문제,추가 사진 요청 부탁드립니다,F94E9F,RVUNGFIFX,결제대기,2025-06-12
93976,탐험형 이스탄불 열기구 체험,일본어,쇼핑,시스템 사용문제,해외 배송 가능 여부 가능할까요,7613C0,REWMPT8CD,결제대기,2025-03-19
93976,탐험형 이스탄불 열기구 체험,일본어,쇼핑,상품 문의,예약 변경 문의 도와주세요,5586E7,R5JNOXBI7,결제대기,2025-06-28
93976,탐험형 이스탄불 열기구 체험,일본어,쇼핑,시스템 사용문제,추가 사진 요청 알려주세요,6D4C4F,R32DQ1MJC,결제대기,2025-01-14
93976,탐험형 이스탄불 열기구 체험,일본어,쇼핑,시스템 사용문제,예약 변경 문의 가능할까요,2DFD6D,R1JV3JM4P,결제대기,2025-06-13
93976,탐험형 이스탄불 열기구 체험,일본어,쇼핑,시스템 사용문제,추가 사진 요청 확인 바랍니다,09BD88,R63OYM599,결제대기,2025-06-02
93976,탐험형 이스탄불 열기구 체험,대만어,쇼핑,시스템 사용문제,추가 사진 요청 확인 바랍니다,D1A5CC,R3JGKL6T5,승인대기,2025-03-13
93976,탐험형 이스탄불 열기구 체험,일본어,쇼핑,시스템 사용문제,상품 상세 설명 요청 문의드립니다,CF116C,RBKYR9O5Z,결제대기,2025-07-27
93976,탐험형 이스탄불 열기구 체험,일본어,쇼핑,시스템 사용문제,해외 배송 가능 여부 문의드립니다,EEC5FE,RF5ID9O8L,확정,2025-01-09
93976,탐험형 이스탄불 열기구 체험,일본어,쇼핑,예약 변경/취소,포장 옵션 문의 가능할까요,B1F153,R9J8HTVC0,결제대기,2025-03-03
93976,탐험형 이스탄불 열기구 체험,일본어,쇼핑,상품 문제,리뷰 수정 문의 도와주세요,99CEDC,RDXPUOYZ5,결제대기,2025-06-12
93976,탐험형 이스탄불 열기구 체험,일본어,쇼핑,시스템 사용문제,예약 변경 문의 문의드립니다,E1237E,R5RQCH6P7,결제대기,2025-04-04
12244,문화가득 크로아티아 요트 선셋 크루즈,홍콩어,어학당,상품 문제,배송지 변경 요청 확인 바랍니다,96631E,RDANKI1SV,확정,2025-07-20
12244,문화가득 크로아티아 요트 선셋 크루즈,홍콩어,어학당,예약 변경/취소,환불 절차 문의 도와주세요,042CAC,R2UQU3VX1,결제대기,2025-06-12
12244,문화가득 크로아티아 요트 선셋 크루즈,대만어,어학당,상품 문제,프로모션 참여 문의 가능할까요,B0BB6E,,,2025-07-22
12244,문화가득 크로아티아 요트 선셋 크루즈,대만어,어학당,상품 문제,환불 절차 문의 가능할까요,404904,,,2025-03-25
12244,문화가득 크로아티아 요트 선셋 크루즈,홍콩어,어학당,상품 문제,예약 변경 문의 부탁드립니다,B9C079,,,2025-03-28
12244,문화가득 크로아티아 요트 선셋 크루즈,일본어,어학당,상품 문제,가격 정보 문의 가능할까요,295534,,,2025-07-05
12244,문화가득 크로아티아 요트 선셋 크루즈,대만어,어학당,상품 문제,가격 정보 문의 부탁드립니다,016C4F,,,2025-03-08
12244,문화가득 크로아티아 요트 선셋 크루즈,홍콩어,어학당,상품 문제,추가 사진 요청 도와주세요,3180A4,,,2025-05-06
12244,문화가득 크로아티아 요트 선셋 크루즈,대만어,어학당,예약 변경/취소,영수증 발급 문의 문의드립니다,3317B1,,,2025-04-11
12244,문화가득 크로아티아 요트 선셋 크루즈,일본어,어학당,상품 문제,쿠폰 적용 문제 알려주세요,D02257,,,2025-05-20
12244,문화가득 크로아티아 요트 선셋 크루즈,일본어,어학당,상품 문제,리뷰 수정 문의 부탁드립니다,5D78D8,R3J96HUPA,결제대기,2025-05-11
12244,문화가득 크로아티아 요트 선셋 크루즈,영어,어학당,기타,사용 방법 문의 가능할까요,CB9156,,,2025-02-23
29968,낭만적인 나폴리 자전거 투어,대만어,어학당,예약 변경/취소,영수증 발급 문의 가능할까요,830748,RBJY6P4GK,확정,2025-06-09
29968,낭만적인 나폴리 자전거 투어,대만어,어학당,상품 문제,쿠폰 적용 문제 부탁드립니다,1CDEA1,R6ZKQD6OV,확정,2025-03-07
29968,낭만적인 나폴리 자전거 투어,홍콩어,어학당,예약 변경/취소,결제 오류 문의 도와주세요,5CE671,,,2025-05-16
29968,낭만적인 나폴리 자전거 투어,영어,어학당,예약 변경/취소,영수증 발급 문의 부탁드립니다,6F24C3,R3JJ1QVI2,결제대기,2025-02-04
29968,낭만적인 나폴리 자전거 투어,일본어,어학당,예약 변경/취소,재고 상태 확인 알려주세요,7A10AD,R8F4I9HZ6,확정,2025-06-30
29968,낭만적인 나폴리 자전거 투어,일본어,어학당,상품 문제,상품 상세 설명 요청 문의드립니다,93D787,RAPUV8M9P,확정,2025-04-03
29968,낭만적인 나폴리 자전거 투어,홍콩어,어학당,상품 문제,예약 변경 문의 도와주세요,F52C7F,,,2025-03-15
29968,낭만적인 나폴리 자전거 투어,영어,어학당,상품 문제,가격 정보 문의 가능할까요,79E5B6,,,2025-03-01
29968,낭만적인 나폴리 자전거 투어,일본어,어학당,예약 변경/취소,예약 변경 문의 문의드립니다,A5FB94,R286TXWMK,확정,2025-03-31
29968,낭만적인 나폴리 자전거 투어,홍콩어,어학당,예약 변경/취소,사용 방법 문의 도와주세요,F30E2E,,,2025-04-25
29968,낭만적인 나폴리 자전거 투어,일본어,어학당,예약 변경/취소,배송지 변경 요청 부탁드립니다,96543F,,,2025-04-14
29968,낭만적인 나폴리 자전거 투어,홍콩어,어학당,예약 변경/취소,배송 일정 확인 확인 바랍니다,002D5A,R5144BHH3,결제대기,2025-04-01
29968,낭만적인 나폴리 자전거 투어,일본어,어학당,상품 문제,배송 일정 확인 부탁드립니다,28C651,,,2025-06-28
29968,낭만적인 나폴리 자전거 투어,일본어,어학당,기타,쿠폰 적용 문제 문의드립니다,A8052B,R4WBJD73K,확정,2025-02-03
29968,낭만적인 나폴리 자전거 투어,영어,어학당,기타,사용 방법 문의 확인 바랍니다,033991,,,2025-01-28
29968,낭만적인 나폴리 자전거 투어,영어,어학당,상품 문제,쿠폰 적용 문제 알려주세요,BC3AE0,,,2025-02-10
15183,레저형 크로아티아 사파리 어드벤처,일본어,여행,예약 변경/취소,A/S 절차 문의 문의드립니다,AE3548,RCR5333J5,결제대기,2025-08-12
15183,레저형 크로아티아 사파리 어드벤처,일본어,여행,시스템 사용문제,추가 사진 요청 가능할까요,09A324,RDQ7JCJ65,결제대기,2025-05-22
15183,레저형 크로아티아 사파리 어드벤처,일본어,여행,예약 변경/취소,해외 배송 가능 여부 부탁드립니다,9E9C45,R6ESHMC6A,승인대기,2025-04-25
30039,감성적인 후쿠오카 시내 야경 투어,영어,쇼핑,상품 문의,쿠폰 적용 문제 확인 바랍니다,30636D,R8QJMICDT,승인대기,2025-04-24
30039,감성적인 후쿠오카 시내 야경 투어,영어,쇼핑,기타,결제 오류 문의 알려주세요,987CAB,RF5L856FY,결제대기,2025-04-19
30039,감성적인 후쿠오카 시내 야경 투어,영어,쇼핑,기타,해외 배송 가능 여부 가능할까요,12BB59,RA6E4NI6G,승인대기,2025-05-25
30039,감성적인 후쿠오카 시내 야경 투어,영어,쇼핑,상품 문의,환불 절차 문의 확인 바랍니다,90573E,RB2KF5SJC,승인대기,2025-03-02
30039,감성적인 후쿠오카 시내 야경 투어,영어,쇼핑,상품 문의,A/S 절차 문의 도와주세요,AE0851,RCL57K7RM,승인대기,2025-05-18
22778,감성적인 사이판 도심 미술 투어,홍콩어,채용,상품 문의,오류 메시지 신고 확인 바랍니다,E2D5EF,RAHR25V3P,결제대기,2025-07-01
22778,감성적인 사이판 도심 미술 투어,홍콩어,채용,상품 문의,회원 등급 혜택 문의 확인 바랍니다,239FB7,RBGVXU778,확정,2025-01-04
72189,도심속 몰디브 스카이다이빙 체험,대만어,어학당,시스템 사용문제,오류 메시지 신고 알려주세요,BA7CFA,,,2025-03-29
72189,도심속 몰디브 스카이다이빙 체험,대만어,어학당,시스템 사용문제,배송 일정 확인 도와주세요,DC38E7,,,2025-03-30
72189,도심속 몰디브 스카이다이빙 체험,일본어,어학당,시스템 사용문제,A/S 절차 문의 도와주세요,0E62F8,,,2025-07-12
72189,도심속 몰디브 스카이다이빙 체험,일본어,어학당,시스템 사용문제,재고 상태 확인 알려주세요,0216D5,RA6GBK27E,결제대기,2025-05-10
72189,도심속 몰디브 스카이다이빙 체험,대만어,어학당,예약 변경/취소,배송지 변경 요청 가능할까요,E6F734,,,2025-06-25
72189,도심속 몰디브 스카이다이빙 체험,대만어,어학당,시스템 사용문제,추가 사진 요청 문의드립니다,81593F,R6KK82L13,승인대기,2025-03-22
72189,도심속 몰디브 스카이다이빙 체험,영어,어학당,시스템 사용문제,상품 상세 설명 요청 도와주세요,7FBC9A,RASXQMUSX,결제대기,2025-02-12
72189,도심속 몰디브 스카이다이빙 체험,대만어,어학당,예약 변경/취소,해외 배송 가능 여부 도와주세요,C6625F,RCZOZSSG0,결제대기,2025-06-19
72189,도심속 몰디브 스카이다이빙 체험,일본어,어학당,시스템 사용문제,현장 수령 가능 여부 알려주세요,8BD09E,,,2025-06-06
72189,도심속 몰디브 스카이다이빙 체험,대만어,어학당,예약 변경/취소,배송지 변경 요청 확인 바랍니다,D2DB84,R4242RLMM,승인대기,2025-03-10
72189,도심속 몰디브 스카이다이빙 체험,홍콩어,어학당,시스템 사용문제,포장 옵션 문의 알려주세요,89C4AE,RE1Q82WCY,결제대기,2025-05-04
72189,도심속 몰디브 스카이다이빙 체험,일본어,어학당,시스템 사용문제,재고 상태 확인 문의드립니다,B6DD3C,R6DWR8ILT,승인대기,2025-06-05
82879,액티브 하와이 도심 미술 투어,대만어,채용,시스템 사용문제,현장 수령 가능 여부 부탁드립니다,B37E9B,,,2025-07-15
82879,액티브 하와이 도심 미술 투어,대만어,채용,상품 문의,예약 변경 문의 확인 바랍니다,E11525,,,2025-07-25
82879,액티브 하와이 도심 미술 투어,일본어,채용,상품 문의,현장 수령 가능 여부 확인 바랍니다,EF6905,RAKHL2UON,확정,2025-08-18
82879,액티브 하와이 도심 미술 투어,일본어,채용,상품 문의,현장 수령 가능 여부 도와주세요,8B32C4,RAASWEKA3,확정,2025-05-12
82879,액티브 하와이 도심 미술 투어,홍콩어,채용,시스템 사용문제,가격 정보 문의 문의드립니다,29D763,R3APYKVB9,확정,2025-03-09
82879,액티브 하와이 도심 미술 투어,홍콩어,채용,기타,영수증 발급 문의 확인 바랍니다,475D84,R35QXZ3CK,확정,2025-02-18
82879,액티브 하와이 도심 미술 투어,홍콩어,채용,상품 문의,회원 등급 혜택 문의 부탁드립니다,EBD213,RCGODJPBB,확정,2025-02-07
82879,액티브 하와이 도심 미술 투어,홍콩어,채용,상품 문의,상품 상세 설명 요청 부탁드립니다,6B9C0D,R4J8BENBT,승인대기,2025-03-30
82879,액티브 하와이 도심 미술 투어,홍콩어,채용,기타,포장 옵션 문의 알려주세요,C58810,R9U5XD55W,결제대기,2025-06-19
82879,액티브 하와이 도심 미술 투어,일본어,채용,상품 문의,현장 수령 가능 여부 가능할까요,DB8B6A,R8MQXUQJ5,확정,2025-05-16
82879,액티브 하와이 도심 미술 투어,홍콩어,채용,기타,추가 사진 요청 문의드립니다,818F10,RW5BKYYBR,확정,2025-06-24
82879,액티브 하와이 도심 미술 투어,대만어,채용,상품 문의,사용 방법 문의 부탁드립니다,3F7E5E,RABPISZAY,확정,2025-05-28
82879,액티브 하와이 도심 미술 투어,일본어,채용,기타,리뷰 수정 문의 도와주세요,FD0E6C,,,2025-04-02
82879,액티브 하와이 도심 미술 투어,일본어,채용,상품 문의,예약 변경 문의 도와주세요,E1B03A,R5740L6TZ,확정,2025-03-03
82879,액티브 하와이 도심 미술 투어,대만어,채용,시스템 사용문제,재고 상태 확인 확인 바랍니다,2AC9C8,R70W8LCY1,확정,2025-01-23
82879,액티브 하와이 도심 미술 투어,홍콩어,채용,시스템 사용문제,포장 옵션 문의 문의드립니다,D90BA3,,,2025-03-02
82879,액티브 하와이 도심 미술 투어,영어,채용,상품 문제,예약 변경 문의 도와주세요,CDAAC0,R480V7RCA,확정,2025-08-05
82879,액티브 하와이 도심 미술 투어,홍콩어,채용,상품 문의,배송지 변경 요청 문의드립니다,5A23BB,R5KZBP6D7,확정,2025-05-05
82879,액티브 하와이 도심 미술 투어,영어,채용,상품 문의,사용 방법 문의 확인 바랍니다,2B2DBB,RGVR7SAQ1,승인대기,2025-03-08
82879,액티브 하와이 도심 미술 투어,대만어,채용,시스템 사용문제,A/S 절차 문의 문의드립니다,C2D775,RA3XC19JR,승인대기,2025-03-23
52639,프리미엄 하와이 야시장 투어,일본어,어학당,시스템 사용문제,사용 방법 문의 확인 바랍니다,DFCFB8,RE49SHXAD,확정,2025-07-31
74931,스냅투어 보라카이 비치 투어,대만어,쇼핑,예약 변경/취소,배송지 변경 요청 부탁드립니다,BE96B5,RBXM3JMDL,승인대기,2025-03-04
74931,스냅투어 보라카이 비치 투어,대만어,쇼핑,시스템 사용문제,추가 사진 요청 확인 바랍니다,E5D55D,RLUAJV2F6,결제대기,2025-03-06
74931,스냅투어 보라카이 비치 투어,대만어,쇼핑,예약 변경/취소,A/S 절차 문의 문의드립니다,D6C584,,,2025-06-23
74931,스냅투어 보라카이 비치 투어,홍콩어,쇼핑,시스템 사용문제,재고 상태 확인 문의드립니다,B6F558,R80NBSLDQ,결제대기,2025-02-27
74931,스냅투어 보라카이 비치 투어,대만어,쇼핑,예약 변경/취소,예약 변경 문의 문의드립니다,914D71,R67UBMQD6,확정,2025-01-22
74931,스냅투어 보라카이 비치 투어,대만어,쇼핑,예약 변경/취소,쿠폰 적용 문제 문의드립니다,803B71,R61Y3YN8N,확정,2025-02-21
74931,스냅투어 보라카이 비치 투어,홍콩어,쇼핑,상품 문의,결제 오류 문의 도와주세요,709ECB,,,2025-02-26
74931,스냅투어 보라카이 비치 투어,홍콩어,쇼핑,상품 문의,재고 상태 확인 확인 바랍니다,A22799,,,2025-04-05
74931,스냅투어 보라카이 비치 투어,대만어,쇼핑,예약 변경/취소,회원 등급 혜택 문의 확인 바랍니다,D71577,R3F7M3ZBR,결제대기,2025-04-08
74931,스냅투어 보라카이 비치 투어,홍콩어,쇼핑,예약 변경/취소,오류 메시지 신고 확인 바랍니다,6A4BAD,R93UV4NF3,승인대기,2025-08-22
68182,낭만적인 하와이 드라이브 코스,일본어,여행,예약 변경/취소,회원 등급 혜택 문의 문의드립니다,FFB3AC,,,2025-05-16
68182,낭만적인 하와이 드라이브 코스,일본어,여행,예약 변경/취소,가격 정보 문의 부탁드립니다,019C2B,RC2PKTH40,결제대기,2025-04-24
39516,스냅투어 크로아티아 시내 야경 투어,영어,채용,상품 문의,상품 상세 설명 요청 도와주세요,F7E054,,,2025-03-10
39516,스냅투어 크로아티아 시내 야경 투어,대만어,채용,상품 문의,결제 오류 문의 확인 바랍니다,207501,,,2025-03-30
39516,스냅투어 크로아티아 시내 야경 투어,일본어,채용,예약 변경/취소,가격 정보 문의 가능할까요,65FD34,,,2025-06-24
39516,스냅투어 크로아티아 시내 야경 투어,홍콩어,채용,상품 문의,추가 사진 요청 알려주세요,1DBE0E,RM4YNLGOI,결제대기,2025-08-30
39516,스냅투어 크로아티아 시내 야경 투어,일본어,채용,예약 변경/취소,쿠폰 적용 문제 가능할까요,08F159,R2TDQ23SJ,결제대기,2025-05-11
39516,스냅투어 크로아티아 시내 야경 투어,일본어,채용,상품 문의,가격 정보 문의 도와주세요,C9E0B3,,,2025-03-23
39516,스냅투어 크로아티아 시내 야경 투어,일본어,채용,상품 문의,해외 배송 가능 여부 부탁드립니다,B22AFC,RADE3PBR8,결제대기,2025-08-19
39516,스냅투어 크로아티아 시내 야경 투어,대만어,채용,상품 문의,현장 수령 가능 여부 부탁드립니다,770001,,,2025-04-21
39516,스냅투어 크로아티아 시내 야경 투어,일본어,채용,상품 문의,결제 오류 문의 도와주세요,FC8693,R63F6YBAY,결제대기,2025-03-21
39516,스냅투어 크로아티아 시내 야경 투어,대만어,채용,예약 변경/취소,추가 사진 요청 문의드립니다,D1EF96,RE6QSS5DA,승인대기,2025-05-19
39516,스냅투어 크로아티아 시내 야경 투어,일본어,채용,예약 변경/취소,포장 옵션 문의 확인 바랍니다,39274D,R2TY6FNKD,결제대기,2025-07-26
39516,스냅투어 크로아티아 시내 야경 투어,일본어,채용,예약 변경/취소,해외 배송 가능 여부 부탁드립니다,DAE45E,R2200T7YH,결제대기,2025-04-20
33970,프리미엄 몰디브 힐링 스파 패키지,영어,채용,시스템 사용문제,결제 오류 문의 알려주세요,983441,R79PSVPZP,확정,2025-06-15
33970,프리미엄 몰디브 힐링 스파 패키지,영어,채용,예약 변경/취소,오류 메시지 신고 가능할까요,7EDFEF,,,2025-02-27
33970,프리미엄 몰디브 힐링 스파 패키지,영어,채용,상품 문제,해외 배송 가능 여부 도와주세요,B21AFB,RDMXHX6TC,확정,2025-07-16
36869,트렌디 프라하 문화유적 탐방,일본어,쇼핑,기타,사용 방법 문의 도와주세요,53E057,R5MHMXQG1,승인대기,2025-02-14
36869,트렌디 프라하 문화유적 탐방,일본어,쇼핑,기타,예약 변경 문의 도와주세요,2D5071,R6JB5KG31,승인대기,2025-01-30
36869,트렌디 프라하 문화유적 탐방,일본어,쇼핑,기타,가격 정보 문의 도와주세요,B568BC,,,2025-02-08
36869,트렌디 프라하 문화유적 탐방,일본어,쇼핑,기타,프로모션 참여 문의 알려주세요,D8E2FE,RBX17AJNM,결제대기,2025-01-10
30582,스페셜 보라카이 요트 선셋 크루즈,대만어,여행,시스템 사용문제,상품 상세 설명 요청 부탁드립니다,435465,,,2025-01-01
30582,스페셜 보라카이 요트 선셋 크루즈,대만어,여행,기타,배송지 변경 요청 가능할까요,8285A0,,,2025-05-25
30582,스페셜 보라카이 요트 선셋 크루즈,대만어,여행,시스템 사용문제,오류 메시지 신고 문의드립니다,563BF3,,,2025-06-27
30582,스페셜 보라카이 요트 선셋 크루즈,일본어,여행,시스템 사용문제,가격 정보 문의 확인 바랍니다,DDDB4F,RAHF3B15T,결제대기,2025-02-02
30582,스페셜 보라카이 요트 선셋 크루즈,대만어,여행,기타,영수증 발급 문의 도와주세요,D33E67,,,2025-01-26
30582,스페셜 보라카이 요트 선셋 크루즈,일본어,여행,예약 변경/취소,추가 사진 요청 가능할까요,31FD64,R8YNDKNKE,결제대기,2025-09-01
93899,트렌디 보라카이 사파리 어드벤처,영어,채용,상품 문의,포장 옵션 문의 알려주세요,75E86F,R7K5Y2ZC4,결제대기,2025-06-09
93899,트렌디 보라카이 사파리 어드벤처,영어,채용,시스템 사용문제,배송 일정 확인 부탁드립니다,A018AB,,,2025-05-25
93899,트렌디 보라카이 사파리 어드벤처,일본어,채용,상품 문의,포장 옵션 문의 부탁드립니다,11FC83,R8RO62A9L,결제대기,2025-08-28
93899,트렌디 보라카이 사파리 어드벤처,홍콩어,채용,상품 문의,결제 오류 문의 문의드립니다,984DF6,,,2025-08-15
93899,트렌디 보라카이 사파리 어드벤처,일본어,채용,시스템 사용문제,현장 수령 가능 여부 알려주세요,63648A,,,2025-03-18
93899,트렌디 보라카이 사파리 어드벤처,일본어,채용,시스템 사용문제,가격 정보 문의 부탁드립니다,29D22B,RA69IQI0I,결제대기,2025-04-29
93899,트렌디 보라카이 사파리 어드벤처,홍콩어,채용,시스템 사용문제,리뷰 수정 문의 알려주세요,0DC45B,R6W4LB0TS,승인대기,2025-03-31
93899,트렌디 보라카이 사파리 어드벤처,홍콩어,채용,시스템 사용문제,상품 상세 설명 요청 부탁드립니다,5754BA,R2OJEANNW,결제대기,2025-04-22
93899,트렌디 보라카이 사파리 어드벤처,홍콩어,채용,상품 문의,배송지 변경 요청 확인 바랍니다,82C9C0,R3LKKM78N,승인대기,2025-02-26
52844,섬전체 바르셀로나 힐링 스파 패키지,홍콩어,여행,상품 문제,결제 오류 문의 가능할까요,984952,R74QD5RJL,승인대기,2025-08-31
52844,섬전체 바르셀로나 힐링 스파 패키지,홍콩어,여행,상품 문제,예약 변경 문의 부탁드립니다,F5245B,R4W583SPA,결제대기,2025-06-27
92761,스페셜 나폴리 힐링 스파 패키지,일본어,어학당,상품 문의,쿠폰 적용 문제 문의드립니다,BCF52E,RBVC13261,승인대기,2025-06-09
92761,스페셜 나폴리 힐링 스파 패키지,영어,어학당,기타,가격 정보 문의 도와주세요,A1B079,R6MX87VOQ,승인대기,2025-07-06
92761,스페셜 나폴리 힐링 스파 패키지,일본어,어학당,상품 문의,가격 정보 문의 확인 바랍니다,7963E3,RCA0FO8CO,승인대기,2025-02-02
92761,스페셜 나폴리 힐링 스파 패키지,영어,어학당,상품 문의,가격 정보 문의 도와주세요,F1AA40,REFOFVBC0,결제대기,2025-05-07
92761,스페셜 나폴리 힐링 스파 패키지,영어,어학당,상품 문의,포장 옵션 문의 문의드립니다,9D710C,R7G5GVDZU,확정,2025-01-12
92761,스페셜 나폴리 힐링 스파 패키지,일본어,어학당,상품 문의,회원 등급 혜택 문의 확인 바랍니다,0FC9F1,,,2025-01-30
87733,시그니처 보라카이 트레킹 여행,홍콩어,채용,기타,A/S 절차 문의 알려주세요,223ADF,R2HA115K1,확정,2025-01-24
87733,시그니처 보라카이 트레킹 여행,홍콩어,채용,기타,프로모션 참여 문의 부탁드립니다,2412C1,R5UAZ7NKY,확정,2025-06-14
71734,도심속 크로아티아 골프 리조트,영어,채용,예약 변경/취소,환불 절차 문의 알려주세요,CC88B8,R7WZV9LJ3,확정,2025-03-29
71734,도심속 크로아티아 골프 리조트,대만어,채용,시스템 사용문제,A/S 절차 문의 도와주세요,861445,,,2025-06-12
71734,도심속 크로아티아 골프 리조트,영어,채용,예약 변경/취소,영수증 발급 문의 가능할까요,33F710,RAU3Y0E45,결제대기,2025-07-14
71734,도심속 크로아티아 골프 리조트,영어,채용,예약 변경/취소,결제 오류 문의 확인 바랍니다,D46FF2,,,2025-04-26
71734,도심속 크로아티아 골프 리조트,영어,채용,예약 변경/취소,가격 정보 문의 가능할까요,B519ED,R1J3OLMYA,승인대기,2025-05-21
71734,도심속 크로아티아 골프 리조트,대만어,채용,예약 변경/취소,배송지 변경 요청 확인 바랍니다,D27B7B,R6YNJPQT4,확정,2025-05-20
71734,도심속 크로아티아 골프 리조트,홍콩어,채용,예약 변경/취소,리뷰 수정 문의 알려주세요,358E16,,,2025-05-06
71734,도심속 크로아티아 골프 리조트,홍콩어,채용,예약 변경/취소,사용 방법 문의 도와주세요,03B66C,RAW9LQT7B,승인대기,2025-05-07
71734,도심속 크로아티아 골프 리조트,대만어,채용,예약 변경/취소,쿠폰 적용 문제 가능할까요,1C4FDB,RDKGNL15Q,확정,2025-03-06
27680,시그니처 사이판 트레킹 여행,홍콩어,계정,상품 문제,재고 상태 확인 알려주세요,DECAED,R9B9QRRH0,확정,2025-06-21
27680,시그니처 사이판 트레킹 여행,일본어,계정,상품 문제,쿠폰 적용 문제 도와주세요,E420F3,RCTYAZ7E2,확정,2025-05-18
27680,시그니처 사이판 트레킹 여행,대만어,계정,예약 변경/취소,오류 메시지 신고 가능할까요,06D389,RE7NM9XWS,확정,2025-05-10
27680,시그니처 사이판 트레킹 여행,일본어,계정,시스템 사용문제,A/S 절차 문의 확인 바랍니다,224B81,RWOASPDV6,승인대기,2025-07-16
27680,시그니처 사이판 트레킹 여행,일본어,계정,시스템 사용문제,환불 절차 문의 확인 바랍니다,2CABB5,R569SN9EX,승인대기,2025-05-10
27680,시그니처 사이판 트레킹 여행,일본어,계정,예약 변경/취소,가격 정보 문의 부탁드립니다,152AC5,R3FRUQS45,확정,2025-02-07
27680,시그니처 사이판 트레킹 여행,대만어,계정,상품 문제,영수증 발급 문의 도와주세요,BFC8FD,RD1MK9ZVL,결제대기,2025-06-19
27680,시그니처 사이판 트레킹 여행,홍콩어,계정,시스템 사용문제,회원 등급 혜택 문의 가능할까요,EB01DC,R6A5QWCF5,확정,2025-05-30
27680,시그니처 사이판 트레킹 여행,일본어,계정,상품 문제,환불 절차 문의 알려주세요,40DCED,R22APQTCI,확정,2025-08-23
27680,시그니처 사이판 트레킹 여행,대만어,계정,시스템 사용문제,배송지 변경 요청 문의드립니다,AAE928,R2IY7Q5B5,확정,2025-04-25
27680,시그니처 사이판 트레킹 여행,대만어,계정,시스템 사용문제,해외 배송 가능 여부 가능할까요,26072D,RBKOFE343,확정,2025-07-02
27680,시그니처 사이판 트레킹 여행,일본어,계정,기타,리뷰 수정 문의 부탁드립니다,FD0CF1,R2MNV0EGU,확정,2025-06-17
27680,시그니처 사이판 트레킹 여행,일본어,계정,예약 변경/취소,영수증 발급 문의 문의드립니다,0BD185,R12FU9E5N,승인대기,2025-05-23
27680,시그니처 사이판 트레킹 여행,일본어,계정,상품 문제,해외 배송 가능 여부 도와주세요,3A9867,R2F15EK3L,확정,2025-04-17
27680,시그니처 사이판 트레킹 여행,홍콩어,계정,상품 문의,오류 메시지 신고 알려주세요,F6EE7A,R95K5DNRM,확정,2025-05-01
34778,프리미엄 나폴리 도심 미술 투어,일본어,어학당,시스템 사용문제,A/S 절차 문의 도와주세요,AE68A2,RHUE1ARQU,확정,2025-04-20
34778,프리미엄 나폴리 도심 미술 투어,일본어,어학당,시스템 사용문제,영수증 발급 문의 알려주세요,E7223E,,,2025-05-03
